Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|,3128|1108|361|144|43|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3128|1108|361|144|43|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3128|1108|361|144|46|,0|0|0|0|0|0|,13120|2581|953|319|126|44|,0|0|0|0|0|0|,6760|1224|461|147|54|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6760|1224|461|147|54|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6241|1128|423|139|51|18|,3158|64|20|9|4|15|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3083|1064|403|130|47|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3083|1064|403|130|47|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3083|1064|403|130|50|,0|0|0|0|0|0|,13520|2578|922|360|117|43|,0|0|0|0|0|0|,6826|1294|459|194|62|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6826|1294|459|194|62|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6157|1171|409|176|56|24|,3163|63|24|8|0|22|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,2994|1108|385|168|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2994|1108|385|168|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2994|1108|385|168|58|,0|0|0|0|0|0|,14620|2537|981|341|149|53|,0|0|0|0|0|0|,6907|1127|472|155|61|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6907|1127|472|155|61|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6312|1041|436|142|52|17|,3133|50|23|11|4|15|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,3179|991|413|131|48|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3179|991|413|131|48|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3179|991|413|131|50|,0|0|0|0|0|0|,13710|2693|878|362|120|45|,0|0|0|0|0|0|,6556|1305|417|165|50|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6556|1305|417|165|50|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6166|1220|392|155|49|18|,3051|58|12|5|4|13|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,3115|1162|380|150|45|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3115|1162|380|150|45|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3115|1162|380|150|50|,0|0|0|0|0|0|,15010|2638|1031|324|138|44|,0|0|0|0|0|0|,6914|1222|469|146|51|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6914|1222|469|146|51|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6272|1114|418|124|46|26|,3119|59|23|7|2|19|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,3153|1055|395|117|44|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3153|1055|395|117|44|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3153|1055|395|117|51|,0|0|0|0|0|0|,14480|2690|916|335|99|44|,0|0|0|0|0|0|,6734|1239|423|171|43|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6734|1239|423|171|43|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6263|1130|391|155|43|18|,3186|54|21|8|1|14|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,3077|1076|370|147|42|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3077|1076|370|147|42|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3077|1076|370|147|46|,0|0|0|0|0|0|,14000|2631|957|316|129|39|,0|0|0|0|0|0|,6943|1255|443|135|61|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6943|1255|443|135|61|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6270|1137|399|124|56|14|,3055|49|20|7|2|11|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,3215|1088|379|117|54|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3215|1088|379|117|54|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3215|1088|379|117|57|,0|0|0|0|0|0|,13510|2735|947|327|101|46|,0|0|0|0|0|0|,6850|1358|451|164|51|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6850|1358|451|164|51|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6167|1226|396|151|44|16|,3098|58|20|7|3|15|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,3069|1168|376|144|41|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3069|1168|376|144|41|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3069|1168|376|144|42|,0|0|0|0|0|0|,15310|2596|1015|325|129|35|,0|0|0|0|0|0|,7027|1123|466|145|74|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,7027|1123|466|145|74|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6352|1018|415|130|70|15|,3198|46|21|10|4|13|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,3154|972|394|120|66|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3154|972|394|120|66|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3154|972|394|120|68|,0|0|0|0|0|0|,12620|2710|854|340|102|61|,0|0|0|0|0|0|,6464|1348|441|176|56|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6464|1348|441|176|56|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6074|1267|416|160|50|33|,3025|67|15|3|1|30|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,3049|1200|401|157|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3049|1200|401|157|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3049|1200|401|157|52|,0|0|0|0|0|0|,15330|2611|1051|364|134|47|,0|0|0|0|0|0|,6826|1208|467|171|66|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6826|1208|467|171|66|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6239|1094|426|158|64|19|,3167|65|20|4|5|16|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,3072|1029|406|154|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3072|1029|406|154|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3072|1029|406|154|62|,0|0|0|0|0|0|,14110|2623|895|362|142|56|,0|0|0|0|0|0|,6751|1225|423|179|62|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6751|1225|423|179|62|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6214|1124|387|165|59|26|,3053|66|18|6|2|26|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,3161|1058|369|159|57|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3161|1058|369|159|57|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3161|1058|369|159|57|,0|0|0|0|0|0|,12900|2728|917|320|134|48|,0|0|0|0|0|0|,6630|1425|445|155|67|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6630|1425|445|155|67|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6058|1299|416|143|62|21|,2985|65|22|4|2|21|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,3073|1234|394|139|60|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3073|1234|394|139|60|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3073|1234|394|139|60|,0|0|0|0|0|0|,15510|2669|1075|343|114|51|,0|0|0|0|0|0|,6907|1205|466|153|77|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6907|1205|466|153|77|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6251|1107|417|134|70|21|,3117|45|14|8|4|18|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,3134|1062|403|126|66|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3134|1062|403|126|66|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3134|1062|403|126|69|,0|0|0|0|0|0|,14200|2681|920|363|111|56|,0|0|0|0|0|0|,6947|1267|445|149|45|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6947|1267|445|149|45|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6247|1157|400|134|38|24|,3137|79|19|9|2|21|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,3110|1078|381|125|36|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3110|1078|381|125|36|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3110|1078|381|125|39|,0|0|0|0|0|0|,13800|2718|937|333|104|36|,0|0|0|0|0|0|,6540|1328|491|157|55|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,6540|1328|491|157|55|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,6092|1239|457|142|53|13|,3021|66|21|5|4|10|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,3071|1173|436|137|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3071|1173|436|137|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3071|1173|436|137|52|,0|0|0|0|0|0|,14680|2645|1021|375|121|43|,0|0|0|0|0|0|,7209|1148|478|161|50|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,7209|1148|478|161|50|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6334|1031|428|147|44|16|,3217|41|15|6|2|15|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,3117|990|413|141|42|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3117|990|413|141|42|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3117|990|413|141|43|,0|0|0|0|0|0|,13160|2706|866|356|124|42|,0|0|0|0|0|0|,6709|1311|418|166|52|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6709|1311|418|166|52|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6166|1223|393|153|47|18|,3033|84|19|6|4|17|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,3133|1139|374|147|43|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3133|1139|374|147|43|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3133|1139|374|147|44|,0|0|0|0|0|0|,14240|2708|981|339|132|34|,0|0|0|0|0|0|,6655|1274|484|163|69|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,6655|1274|484|163|69|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,6133|1177|447|153|63|14|,3043|45|24|4|7|12|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,3090|1132|423|149|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3090|1132|423|149|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3090|1132|423|149|58|,0|0|0|0|0|0|,14110|2688|965|373|127|51|,0|0|0|0|0|0|,6928|1312|459|188|65|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6928|1312|459|188|65|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6180|1167|407|167|54|25|,3147|58|25|13|1|22|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,3033|1109|382|154|53|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3033|1109|382|154|53|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3033|1109|382|154|56|,0|0|0|0|0|0|,13160|2660|976|336|133|52|,0|0|0|0|0|0|,6573|1311|489|154|62|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6573|1311|489|154|62|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6083|1222|460|141|54|24|,3080|53|16|11|3|23|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,3003|1169|444|130|51|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3003|1169|444|130|51|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3003|1169|444|130|52|,0|0|0|0|0|0|,14080|2604|1025|393|113|44|,0|0|0|0|0|0|,6823|1241|507|194|45|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6823|1241|507|194|45|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6178|1123|457|176|41|22|,3057|57|27|12|1|19|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,3121|1066|430|164|40|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3121|1066|430|164|40|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3121|1066|430|164|43|,0|0|0|0|0|0|,12880|2720|938|368|138|37|,0|0|0|0|0|0|,6687|1359|462|169|65|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6687|1359|462|169|65|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6099|1247|418|157|60|16|,3063|63|27|5|3|13|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,3036|1184|391|152|57|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3036|1184|391|152|57|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3036|1184|391|152|60|,0|0|0|0|0|0|,14530|2617|1039|332|134|53|,0|0|0|0|0|0|,6834|1203|489|147|56|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6834|1203|489|147|56|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6239|1098|449|133|56|25|,3128|50|24|7|2|22|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,3111|1048|425|126|54|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3111|1048|425|126|54|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3111|1048|425|126|57|,0|0|0|0|0|0|,12630|2705|914|366|108|50|,0|0|0|0|0|0|,6363|1308|472|181|50|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6363|1308|472|181|50|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6030|1236|448|172|44|21|,3042|72|23|7|1|20|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,2988|1164|425|165|43|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2988|1164|425|165|43|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2988|1164|425|165|44|,0|0|0|0|0|0|,14470|2621|1022|371|140|39|,0|0|0|0|0|0|,6864|1235|462|166|59|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6864|1235|462|166|59|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6231|1130|414|152|54|19|,3065|58|20|10|2|19|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,3166|1072|394|142|52|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3166|1072|394|142|52|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3166|1072|394|142|52|,0|0|0|0|0|0|,14120|2758|942|334|123|41|,0|0|0|0|0|0|,6524|1285|466|177|52|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6524|1285|466|177|52|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6115|1187|443|170|49|18|,3108|52|22|8|0|15|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,3007|1135|421|162|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3007|1135|421|162|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3007|1135|421|162|52|,0|0|0|0|0|0|,15170|2597|993|360|142|45|,0|0|0|0|0|0|,6940|1188|458|170|62|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6940|1188|458|170|62|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6288|1081|402|154|57|17|,3151|60|16|11|1|14|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,3137|1021|386|143|56|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3137|1021|386|143|56|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3137|1021|386|143|59|,0|0|0|0|0|0|,12870|2706|880|338|117|51|,0|0|0|0|0|0|,6397|1345|432|167|48|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6397|1345|432|167|48|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6058|1280|414|161|48|27|,3072|64|20|8|2|26|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,2986|1216|394|153|46|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2986|1216|394|153|46|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2986|1216|394|153|47|,0|0|0|0|0|0|,16020|2618|1066|350|132|45|,0|0|0|0|0|0|,6988|1104|463|158|52|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6988|1104|463|158|52|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6369|1002|426|141|45|17|,3182|53|26|10|1|15|,0|0|0|0|0|0|
40,0|1|2|3|4|5|,3187|949|400|131|44|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3187|949|400|131|44|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3187|949|400|131|46|,0|0|0|0|0|0|,12610|2764|831|357|112|40|,0|0|0|0|0|0|,6297|1342|398|189|57|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6297|1342|398|189|57|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6019|1283|389|180|56|19|,3060|73|24|8|6|18|,0|0|0|0|0|0|
41,0|1|2|3|4|5|,2959|1210|365|172|50|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2959|1210|365|172|50|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2959|1210|365|172|51|,0|0|0|0|0|0|,14840|2572|1055|323|155|45|,0|0|0|0|0|0|,6631|1136|462|151|76|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6631|1136|462|151|76|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6254|1082|431|140|70|18|,3080|60|24|7|5|17|,0|0|0|0|0|0|
42,0|1|2|3|4|5|,3174|1022|407|133|65|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3174|1022|407|133|65|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3174|1022|407|133|66|,0|0|0|0|0|0|,13730|2734|902|346|118|60|,0|0|0|0|0|0|,6530|1267|443|154|57|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6530|1267|443|154|57|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6155|1184|401|145|55|31|,3040|62|17|7|3|29|,0|0|0|0|0|0|
43,0|1|2|3|4|5|,3115|1122|384|138|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3115|1122|384|138|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3115|1122|384|138|54|,0|0|0|0|0|0|,14850|2726|985|346|128|43|,0|0|0|0|0|0|,6816|1218|435|145|54|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6816|1218|435|145|54|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6294|1109|400|128|50|19|,3183|58|26|3|2|19|,0|0|0|0|0|0|
44,0|1|2|3|4|5|,3111|1051|374|125|48|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3111|1051|374|125|48|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3111|1051|374|125|48|,0|0|0|0|0|0|,13090|2717|915|326|105|42|,0|0|0|0|0|0|,6523|1351|458|160|50|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6523|1351|458|160|50|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6093|1262|427|149|46|23|,3073|72|24|6|1|20|,0|0|0|0|0|0|
45,0|1|2|3|4|5|,3020|1190|403|143|45|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3020|1190|403|143|45|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3020|1190|403|143|48|,0|0|0|0|0|0|,14190|2629|1043|358|127|41|,0|0|0|0|0|0|,6672|1256|449|165|64|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6672|1256|449|165|64|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6177|1164|418|155|60|20|,3072|71|20|9|1|19|,0|0|0|0|0|0|
46,0|1|2|3|4|5|,3105|1093|398|146|59|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3105|1093|398|146|59|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3105|1093|398|146|60|,0|0|0|0|0|0|,14320|2725|957|345|119|48|,0|0|0|0|0|0|,6643|1279|448|161|49|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6643|1279|448|161|49|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6199|1179|410|149|46|15|,2987|64|23|8|3|13|,0|0|0|0|0|0|
47,0|1|2|3|4|5|,3212|1115|387|141|43|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3212|1115|387|141|43|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3212|1115|387|141|45|,0|0|0|0|0|0|,14610|2775|952|349|119|34|,0|0|0|0|0|0|,6717|1258|431|169|54|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6717|1258|431|169|54|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6192|1155|407|158|53|25|,3030|59|20|6|2|20|,0|0|0|0|0|0|
48,0|1|2|3|4|5|,3162|1096|387|152|51|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3162|1096|387|152|51|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3162|1096|387|152|56|,0|0|0|0|0|0|,14190|2754|967|338|140|51|,0|0|0|0|0|0|,6735|1293|458|158|61|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6735|1293|458|158|61|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6164|1196|421|143|58|18|,3181|58|31|6|0|16|,0|0|0|0|0|0|
49,0|1|2|3|4|5|,2983|1138|390|137|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2983|1138|390|137|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2983|1138|390|137|60|,0|0|0|0|0|0|,14490|2590|1012|332|124|49|,0|0|0|0|0|0|,6584|1179|436|138|56|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6584|1179|436|138|56|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6242|1108|413|129|55|25|,3154|62|13|5|1|21|,0|0|0|0|0|0|
50,0|1|2|3|4|5|,3088|1046|400|124|54|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3088|1046|400|124|54|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3088|1046|400|124|58|,0|0|0|0|0|0|,12880|2457|835|327|103|46|,0|0|0|0|0|0|,6678|1304|434|183|55|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6678|1304|434|183|55|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6154|1210|397|167|49|23|,2977|53|15|11|4|21|,0|0|0|0|0|0|
51,0|1|2|3|4|5|,3177|1157|382|156|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3177|1157|382|156|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3177|1157|382|156|47|,0|0|0|0|0|0|,14930|2557|904|298|128|34|,0|0|0|0|0|0|,6815|1221|418|138|66|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6815|1221|418|138|66|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6282|1120|391|128|62|17|,3158|43|16|9|2|11|,0|0|0|0|0|0|
