Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1297|1377|1419|1315|1279|1313|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1297|1377|1419|1315|1279|1313|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1297|1377|1419|1315|2592|,0|0|0|0|0|0|,47340|900|926|979|910|1786|,0|0|0|0|0|0|,7178|121|121|148|158|270|,0|0|0|0|0|0|,0|0|0|0|0|0|,7178|121|121|148|158|270|,0|0|0|0|0|0|,0|0|0|0|0|0|,7061|120|119|146|155|269|,3551|4|6|6|6|250|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3510|116|113|140|149|19|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3510|116|113|140|149|19|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3510|116|113|140|168|,0|0|0|0|0|0|,3690|2393|92|95|112|147|,0|0|0|0|0|0|,3628|2353|90|94|110|146|,0|0|0|0|0|0|,0|0|0|0|0|0|,3628|2353|90|94|110|146|,0|0|0|0|0|0|,0|0|0|0|0|0|,3628|2353|90|94|110|146|,1867|115|2|7|6|133|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1761|2238|88|87|104|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1761|2238|88|87|104|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1761|2238|88|87|117|,0|0|0|0|0|0|,22890|1336|1864|82|76|100|,0|0|0|0|0|0|,8259|471|638|24|22|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,8259|471|638|24|22|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,7004|384|539|23|21|29|,3549|17|28|2|0|27|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3455|367|511|21|21|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3455|367|511|21|21|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3455|367|511|21|23|,0|0|0|0|0|0|,7030|2687|296|446|19|20|,0|0|0|0|0|0|,5476|2044|224|332|17|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,5476|2044|224|332|17|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,5335|1991|218|328|16|13|,2639|94|12|13|0|12|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2696|1897|206|315|16|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2696|1897|206|315|16|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2696|1897|206|315|17|,0|0|0|0|0|0|,20650|2130|1607|187|279|13|,0|0|0|0|0|0|,7755|812|597|82|107|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,7755|812|597|82|107|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,6635|685|517|70|90|3|,3290|43|16|6|5|2|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3345|642|501|64|85|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3345|642|501|64|85|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3345|642|501|64|86|,0|0|0|0|0|0|,9520|2621|558|438|58|78|,0|0|0|0|0|0|,5906|1652|337|269|36|49|,0|0|0|0|0|0|,0|0|0|0|0|0|,5906|1652|337|269|36|49|,0|0|0|0|0|0|,0|0|0|0|0|0|,5671|1603|331|258|35|48|,2817|67|18|16|1|42|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2854|1536|313|242|34|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2854|1536|313|242|34|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2854|1536|313|242|40|,0|0|0|0|0|0|,18200|2275|1317|268|214|32|,0|0|0|0|0|0|,7277|914|505|93|87|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,7277|914|505|93|87|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,6539|832|447|89|78|15|,3266|43|22|4|6|15|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3273|789|425|85|72|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3273|789|425|85|72|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3273|789|425|85|72|,0|0|0|0|0|0|,11120|2639|692|379|76|64|,0|0|0|0|0|0|,6292|1415|376|205|38|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6292|1415|376|205|38|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5999|1357|359|196|35|29|,2953|74|20|11|3|24|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,3046|1283|339|185|32|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3046|1283|339|185|32|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3046|1283|339|185|37|,0|0|0|0|0|0|,16160|2537|1089|306|161|30|,0|0|0|0|0|0|,7101|1075|496|134|67|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,7101|1075|496|134|67|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6396|965|441|125|62|9|,3202|36|18|2|5|7|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3194|929|423|123|57|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3194|929|423|123|57|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3194|929|423|123|59|,0|0|0|0|0|0|,13160|2700|812|359|103|51|,0|0|0|0|0|0|,6449|1377|405|188|56|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6449|1377|405|188|56|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6090|1287|376|177|50|20|,3004|59|26|6|1|19|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,3086|1228|350|171|49|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3086|1228|350|171|49|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3086|1228|350|171|50|,0|0|0|0|0|0|,15810|2578|1061|304|147|42|,0|0|0|0|0|0|,6928|1102|500|130|57|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6928|1102|500|130|57|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6326|999|467|122|52|18|,3095|50|26|5|2|16|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3231|949|441|117|50|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3231|949|441|117|50|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3231|949|441|117|52|,0|0|0|0|0|0|,13200|2742|829|385|99|46|,0|0|0|0|0|0|,6665|1360|425|177|47|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6665|1360|425|177|47|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6122|1253|396|161|45|23|,3025|58|9|7|4|21|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,3097|1195|387|154|41|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3097|1195|387|154|41|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3097|1195|387|154|43|,0|0|0|0|0|0|,14540|2615|1035|341|134|35|,0|0|0|0|0|0|,6856|1202|515|137|61|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6856|1202|515|137|61|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6249|1096|459|121|56|19|,3111|56|20|6|1|19|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,3138|1040|439|115|55|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3138|1040|439|115|55|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3138|1040|439|115|55|,0|0|0|0|0|0|,13460|2702|923|395|100|50|,0|0|0|0|0|0|,6545|1307|454|176|50|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6545|1307|454|176|50|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6101|1219|426|163|46|25|,2944|60|19|9|2|24|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,3157|1159|407|154|44|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3157|1159|407|154|44|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3157|1159|407|154|45|,0|0|0|0|0|0|,14050|2671|1018|348|136|36|,0|0|0|0|0|0|,6447|1232|443|165|64|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6447|1232|443|165|64|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6139|1158|414|161|60|14|,3109|42|16|6|1|14|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,3030|1116|398|155|59|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3030|1116|398|155|59|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3030|1116|398|155|59|,0|0|0|0|0|0|,15240|2599|987|344|131|51|,0|0|0|0|0|0|,6579|1192|433|142|50|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6579|1192|433|142|50|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6253|1125|411|135|48|25|,3146|60|19|6|1|23|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,3107|1065|392|129|47|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3107|1065|392|129|47|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3107|1065|392|129|49|,0|0|0|0|0|0|,14550|2647|934|353|113|41|,0|0|0|0|0|0|,6836|1273|454|164|51|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6836|1273|454|164|51|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6231|1148|415|143|45|18|,3134|44|18|8|2|17|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,3097|1104|397|135|43|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3097|1104|397|135|43|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3097|1104|397|135|44|,0|0|0|0|0|0|,14360|2659|962|351|123|39|,0|0|0|0|0|0|,6702|1205|438|164|52|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6702|1205|438|164|52|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6260|1109|397|157|51|20|,3142|46|20|8|1|19|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,3118|1063|377|149|50|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3118|1063|377|149|50|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3118|1063|377|149|51|,0|0|0|0|0|0|,14690|2695|928|325|126|47|,0|0|0|0|0|0|,6855|1222|427|153|62|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6855|1222|427|153|62|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6269|1124|392|141|51|8|,3103|63|22|6|4|7|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,3166|1061|370|135|47|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3166|1061|370|135|47|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3166|1061|370|135|48|,0|0|0|0|0|0|,11910|2737|897|325|122|44|,0|0|0|0|0|0|,6425|1445|462|170|48|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6425|1445|462|170|48|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5989|1365|426|154|43|21|,2994|53|22|11|0|17|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,2995|1312|404|143|43|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2995|1312|404|143|43|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2995|1312|404|143|47|,0|0|0|0|0|0|,15480|2558|1156|357|125|42|,0|0|0|0|0|0|,6984|1161|501|155|54|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6984|1161|501|155|54|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6292|1045|454|145|46|18|,3139|59|17|7|4|16|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,3153|986|437|138|42|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3153|986|437|138|42|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3153|986|437|138|44|,0|0|0|0|0|0|,12960|2695|870|385|122|36|,0|0|0|0|0|0|,6185|1354|459|194|61|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,6185|1354|459|194|61|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,5980|1302|443|187|58|14|,2981|50|18|11|5|12|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,2999|1252|425|176|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2999|1252|425|176|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2999|1252|425|176|55|,0|0|0|0|0|0|,15760|2605|1079|367|159|53|,0|0|0|0|0|0|,7078|1120|488|154|69|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,7078|1120|488|154|69|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6324|1006|445|138|64|23|,3160|51|19|7|3|20|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,3164|955|426|131|61|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3164|955|426|131|61|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3164|955|426|131|64|,0|0|0|0|0|0|,12510|2734|843|378|114|58|,0|0|0|0|0|0|,6647|1396|428|173|59|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6647|1396|428|173|59|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6090|1271|387|152|53|32|,3074|50|19|6|2|23|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,3016|1221|368|146|51|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3016|1221|368|146|51|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3016|1221|368|146|60|,0|0|0|0|0|0|,15260|2599|1078|332|129|52|,0|0|0|0|0|0|,7067|1189|483|136|57|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,7067|1189|483|136|57|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6320|1054|435|122|50|19|,3153|58|26|7|3|18|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,3167|996|409|115|47|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3167|996|409|115|47|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3167|996|409|115|48|,0|0|0|0|0|0|,13050|2746|873|349|102|40|,0|0|0|0|0|0|,6667|1319|445|185|57|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6667|1319|445|185|57|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6143|1214|405|168|51|19|,3171|74|20|7|5|18|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,2972|1140|385|161|46|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2972|1140|385|161|46|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2972|1140|385|161|47|,0|0|0|0|0|0|,13880|2594|974|344|142|41|,0|0|0|0|0|0|,6786|1228|445|163|70|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6786|1228|445|163|70|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6244|1123|403|146|68|15|,3096|56|18|4|4|12|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,3148|1067|385|142|64|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3148|1067|385|142|64|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3148|1067|385|142|67|,0|0|0|0|0|0|,14200|2706|944|342|130|63|,0|0|0|0|0|0|,6399|1232|405|160|67|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6399|1232|405|160|67|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6119|1171|387|154|65|28|,3176|58|29|6|5|26|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,2943|1113|358|148|60|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2943|1113|358|148|60|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2943|1113|358|148|62|,0|0|0|0|0|0|,13540|2557|962|321|135|56|,0|0|0|0|0|0|,6672|1240|460|159|52|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6672|1240|460|159|52|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6196|1144|431|147|49|26|,3083|45|14|6|2|21|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,3113|1099|417|141|47|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3113|1099|417|141|47|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3113|1099|417|141|52|,0|0|0|0|0|0|,14350|2697|960|366|126|48|,0|0|0|0|0|0|,6920|1286|444|173|50|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6920|1286|444|173|50|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6212|1171|397|155|46|19|,3054|58|15|7|2|19|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,3158|1113|382|148|44|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3158|1113|382|148|44|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3158|1113|382|148|44|,0|0|0|0|0|0|,13650|2705|954|324|134|36|,0|0|0|0|0|0|,6648|1323|466|165|72|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6648|1323|466|165|72|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6120|1224|425|148|68|15|,3034|55|18|6|2|15|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,3086|1169|407|142|66|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3086|1169|407|142|66|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3086|1169|407|142|66|,0|0|0|0|0|0|,14140|2678|1029|369|125|54|,0|0|0|0|0|0|,6639|1274|483|177|58|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6639|1274|483|177|58|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6139|1184|443|158|55|21|,3074|56|27|6|7|18|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,3065|1128|416|152|48|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3065|1128|416|152|48|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3065|1128|416|152|51|,0|0|0|0|0|0|,15150|2699|983|368|137|46|,0|0|0|0|0|0|,6943|1165|450|159|63|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6943|1165|450|159|63|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6312|1054|409|145|57|20|,3082|49|23|5|2|17|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,3230|1005|386|140|55|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3230|1005|386|140|55|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3230|1005|386|140|58|,0|0|0|0|0|0|,12860|2774|902|335|121|51|,0|0|0|0|0|0|,6562|1453|461|179|69|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6562|1453|461|179|69|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6010|1328|417|161|64|20|,2989|73|19|6|1|17|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,3021|1255|398|155|63|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3021|1255|398|155|63|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3021|1255|398|155|66|,0|0|0|0|0|0|,16030|2667|1106|350|131|58|,0|0|0|0|0|0|,7188|1212|484|154|42|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,7188|1212|484|154|42|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6306|1074|421|141|37|21|,3214|70|17|9|2|19|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,3092|1004|404|132|35|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3092|1004|404|132|35|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3092|1004|404|132|37|,0|0|0|0|0|0|,13050|2677|880|352|118|31|,0|0|0|0|0|0|,6518|1355|442|177|61|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6518|1355|442|177|61|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6079|1272|414|164|58|10|,2986|62|21|10|1|9|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,3093|1210|393|154|57|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3093|1210|393|154|57|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3093|1210|393|154|58|,0|0|0|0|0|0|,15150|2693|1080|349|138|51|,0|0|0|0|0|0|,6835|1224|437|155|68|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6835|1224|437|155|68|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6243|1136|399|137|63|22|,3188|52|14|5|4|18|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,3055|1084|385|132|59|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3055|1084|385|132|59|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3055|1084|385|132|63|,0|0|0|0|0|0|,13880|2684|974|328|119|51|,0|0|0|0|0|0|,6777|1294|473|155|46|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6777|1294|473|155|46|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6179|1188|429|136|43|25|,3098|66|22|7|4|24|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,3081|1122|407|129|39|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3081|1122|407|129|39|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3081|1122|407|129|40|,0|0|0|0|0|0|,14410|2677|971|351|113|34|,0|0|0|0|0|0|,6720|1239|441|155|53|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,6720|1239|441|155|53|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,6243|1154|398|144|49|12|,3168|50|26|3|0|10|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,3075|1104|372|141|49|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3075|1104|372|141|49|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3075|1104|372|141|51|,0|0|0|0|0|0|,14070|2657|955|318|121|46|,0|0|0|0|0|0|,6473|1288|463|152|67|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6473|1288|463|152|67|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6114|1202|435|148|63|21|,3096|57|25|6|1|19|,0|0|0|0|0|0|
40,0|1|2|3|4|5|,3018|1145|410|142|62|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3018|1145|410|142|62|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3018|1145|410|142|64|,0|0|0|0|0|0|,14950|2627|1007|353|121|55|,0|0|0|0|0|0|,6628|1112|473|171|60|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6628|1112|473|171|60|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6264|1027|452|159|56|22|,3169|46|27|6|2|21|,0|0|0|0|0|0|
41,0|1|2|3|4|5|,3095|981|425|153|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3095|981|425|153|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3095|981|425|153|55|,0|0|0|0|0|0|,14520|2706|841|369|126|49|,0|0|0|0|0|0|,6792|1235|380|169|62|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6792|1235|380|169|62|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6293|1128|346|156|57|20|,3132|52|16|12|2|17|,0|0|0|0|0|0|
