Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
134,0|1|2|3|4|5|,3105|1045|457|170|74|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3105|1045|457|170|74|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3105|1045|457|170|76|,0|0|0|0|0|0|,14670|3084|1043|455|169|76|,0|0|0|0|0|0|,6579|1342|482|200|77|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6579|1342|482|200|77|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6038|1234|436|187|75|30|,3017|73|20|13|1|24|,0|0|0|0|0|0|
135,0|1|2|3|4|5|,3021|1161|416|174|74|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3021|1161|416|174|74|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3021|1161|416|174|80|,0|0|0|0|0|0|,15930|3011|1154|414|174|80|,0|0|0|0|0|0|,6619|1256|482|168|81|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6619|1256|482|168|81|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6127|1166|448|153|73|23|,3063|63|18|7|4|18|,0|0|0|0|0|0|
136,0|1|2|3|4|5|,3064|1103|430|146|69|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3064|1103|430|146|69|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3064|1103|430|146|74|,0|0|0|0|0|0|,15010|3046|1099|430|144|74|,0|0|0|0|0|0|,6718|1380|480|200|51|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6718|1380|480|200|51|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6063|1242|440|184|45|26|,3047|57|21|9|2|26|,0|0|0|0|0|0|
137,0|1|2|3|4|5|,3016|1185|419|175|43|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3016|1185|419|175|43|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3016|1185|419|175|43|,0|0|0|0|0|0|,16510|2997|1179|417|175|42|,0|0|0|0|0|0|,6765|1212|502|165|64|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6765|1212|502|165|64|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6198|1119|457|150|61|15|,3122|51|24|9|1|13|,0|0|0|0|0|0|
138,0|1|2|3|4|5|,3076|1068|433|141|60|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3076|1068|433|141|60|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3076|1068|433|141|62|,0|0|0|0|0|0|,14710|3063|1060|432|139|62|,0|0|0|0|0|0|,6430|1405|473|195|63|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6430|1405|473|195|63|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5983|1307|444|180|58|26|,2996|67|26|7|3|25|,0|0|0|0|0|0|
139,0|1|2|3|4|5|,2987|1240|418|173|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2987|1240|418|173|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2987|1240|418|173|56|,0|0|0|0|0|0|,16320|2980|1233|416|172|56|,0|0|0|0|0|0|,6775|1262|559|178|70|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6775|1262|559|178|70|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6106|1129|512|166|64|23|,3081|43|26|7|2|21|,0|0|0|0|0|0|
140,0|1|2|3|4|5|,3025|1086|486|159|62|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3025|1086|486|159|62|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3025|1086|486|159|64|,0|0|0|0|0|0|,14680|3014|1078|485|159|64|,0|0|0|0|0|0|,6323|1419|476|233|64|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6323|1419|476|233|64|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5904|1345|437|217|61|26|,2981|81|22|5|2|20|,0|0|0|0|0|0|
141,0|1|2|3|4|5|,2923|1264|415|212|59|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2923|1264|415|212|59|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2923|1264|415|212|65|,0|0|0|0|0|0|,15920|2911|1259|413|211|65|,0|0|0|0|0|0|,6790|1276|537|184|86|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6790|1276|537|184|86|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6100|1145|489|164|78|24|,2988|61|20|15|6|22|,0|0|0|0|0|0|
142,0|1|2|3|4|5|,3112|1084|469|149|72|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3112|1084|469|149|72|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3112|1084|469|149|74|,0|0|0|0|0|0|,13820|3095|1081|466|148|73|,0|0|0|0|0|0|,6317|1446|528|217|74|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6317|1446|528|217|74|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5860|1335|492|204|69|28|,2915|60|26|2|2|25|,0|0|0|0|0|0|
143,0|1|2|3|4|5|,2945|1275|466|202|67|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2945|1275|466|202|67|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2945|1275|466|202|70|,0|0|0|0|0|0|,17230|2933|1272|466|202|70|,0|0|0|0|0|0|,6832|1193|509|169|92|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6832|1193|509|169|92|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6191|1078|478|152|85|16|,3075|51|23|5|5|14|,0|0|0|0|0|0|
144,0|1|2|3|4|5|,3116|1027|455|147|80|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3116|1027|455|147|80|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3116|1027|455|147|82|,0|0|0|0|0|0|,13980|3102|1025|454|146|82|,0|0|0|0|0|0|,6653|1445|463|207|71|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6653|1445|463|207|71|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6011|1284|415|192|65|33|,3014|53|22|8|2|30|,0|0|0|0|0|0|
145,0|1|2|3|4|5|,2997|1231|393|184|63|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2997|1231|393|184|63|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2997|1231|393|184|66|,0|0|0|0|0|0|,15550|2988|1225|391|183|66|,0|0|0|0|0|0|,6476|1247|556|161|77|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6476|1247|556|161|77|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6063|1166|519|152|72|27|,2979|57|21|9|8|25|,0|0|0|0|0|0|
146,0|1|2|3|4|5|,3084|1109|498|143|64|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3084|1109|498|143|64|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3084|1109|498|143|66|,0|0|0|0|0|0|,14940|3066|1107|498|143|66|,0|0|0|0|0|0|,6547|1393|473|226|71|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6547|1393|473|226|71|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5994|1270|434|216|64|22|,2982|57|17|14|2|21|,0|0|0|0|0|0|
147,0|1|2|3|4|5|,3012|1213|417|202|62|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3012|1213|417|202|62|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3012|1213|417|202|63|,0|0|0|0|0|0|,14490|3002|1207|416|201|63|,0|0|0|0|0|0|,6509|1364|562|198|82|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6509|1364|562|198|82|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,5939|1252|522|182|74|31|,2900|74|27|15|4|29|,0|0|0|0|0|0|
148,0|1|2|3|4|5|,3039|1178|495|167|70|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3039|1178|495|167|70|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3039|1178|495|167|72|,0|0|0|0|0|0|,15260|3031|1176|494|167|72|,0|0|0|0|0|0|,6322|1332|519|226|68|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6322|1332|519|226|68|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5956|1253|486|212|64|26|,2929|81|28|13|4|25|,0|0|0|0|0|0|
149,0|1|2|3|4|5|,3027|1172|458|199|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3027|1172|458|199|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3027|1172|458|199|61|,0|0|0|0|0|0|,16050|3015|1167|457|197|61|,0|0|0|0|0|0|,6773|1312|499|195|91|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6773|1312|499|195|91|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6085|1178|450|179|85|23|,3040|50|17|9|1|18|,0|0|0|0|0|0|
150,0|1|2|3|4|5|,3045|1128|433|170|84|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3045|1128|433|170|84|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3045|1128|433|170|89|,0|0|0|0|0|0|,15180|3034|1126|432|170|88|,0|0|0|0|0|0|,6669|1344|504|189|69|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6669|1344|504|189|69|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6061|1218|448|176|60|37|,3079|66|17|4|2|33|,0|0|0|0|0|0|
151,0|1|2|3|4|5|,2982|1152|431|172|58|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2982|1152|431|172|58|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2982|1152|431|172|62|,0|0|0|0|0|0|,14790|2976|1146|431|171|61|,0|0|0|0|0|0|,6285|1306|506|196|77|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6285|1306|506|196|77|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,5961|1243|480|186|74|27|,2930|94|16|11|0|21|,0|0|0|0|0|0|
152,0|1|2|3|4|5|,3031|1149|464|175|74|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3031|1149|464|175|74|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3031|1149|464|175|80|,0|0|0|0|0|0|,14850|3020|1145|463|175|79|,0|0|0|0|0|0|,6398|1370|524|218|79|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,6398|1370|524|218|79|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,5911|1274|487|202|72|38|,2971|54|24|9|3|35|,0|0|0|0|0|0|
153,0|1|2|3|4|5|,2940|1220|463|193|69|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2940|1220|463|193|69|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2940|1220|463|193|72|,0|0|0|0|0|0|,15820|2927|1214|462|192|72|,0|0|0|0|0|0|,6870|1325|530|195|72|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,6870|1325|530|195|72|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,6084|1169|475|177|63|32|,3060|51|33|17|0|30|,0|0|0|0|0|0|
154,0|1|2|3|4|5|,3024|1118|442|160|63|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3024|1118|442|160|63|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3024|1118|442|160|65|,0|0|0|0|0|0|,15150|3006|1113|439|160|65|,0|0|0|0|0|0|,6747|1333|499|203|69|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6747|1333|499|203|69|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6092|1191|450|181|62|24|,3047|63|27|9|2|21|,0|0|0|0|0|0|
155,0|1|2|3|4|5|,3045|1128|423|172|60|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3045|1128|423|172|60|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3045|1128|423|172|63|,0|0|0|0|0|0|,15760|3024|1125|420|172|63|,0|0|0|0|0|0|,6706|1273|482|162|66|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6706|1273|482|162|66|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6155|1189|429|151|58|18|,3034|60|16|5|1|15|,0|0|0|0|0|0|
156,0|1|2|3|4|5|,3121|1129|413|146|57|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3121|1129|413|146|57|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3121|1129|413|146|60|,0|0|0|0|0|0|,15300|3105|1121|410|146|58|,0|0|0|0|0|0|,6740|1342|477|183|60|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6740|1342|477|183|60|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6112|1212|427|171|54|24|,3017|69|22|4|1|23|,0|0|0|0|0|0|
157,0|1|2|3|4|5|,3095|1143|405|167|53|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3095|1143|405|167|53|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3095|1143|405|167|54|,0|0|0|0|0|0|,14900|3064|1135|404|165|54|,0|0|0|0|0|0|,6754|1344|523|180|77|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6754|1344|523|180|77|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6063|1217|466|161|72|21|,2945|60|21|8|3|17|,0|0|0|0|0|0|
158,0|1|2|3|4|5|,3118|1157|445|153|69|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3118|1157|445|153|69|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3118|1157|445|153|73|,0|0|0|0|0|0|,15280|3101|1153|443|152|71|,0|0|0|0|0|0|,6579|1369|527|198|70|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6579|1369|527|198|70|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6004|1248|477|180|64|27|,2982|51|23|10|1|24|,0|0|0|0|0|0|
159,0|1|2|3|4|5|,3022|1197|454|170|63|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3022|1197|454|170|63|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3022|1197|454|170|66|,0|0|0|0|0|0|,15850|3006|1195|451|169|66|,0|0|0|0|0|0|,6781|1325|532|207|69|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6781|1325|532|207|69|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6044|1210|472|187|62|25|,3062|72|24|8|2|20|,0|0|0|0|0|0|
160,0|1|2|3|4|5|,2982|1138|448|179|60|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2982|1138|448|179|60|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|
