Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
104,0|1|2|3|4|5|,2607|1044|403|149|60|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2607|1044|403|149|60|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2607|1044|403|149|60|,0|0|0|0|0|0|,13610|2449|978|377|142|56|,0|0|0|0|0|0|,5877|1041|422|168|71|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5877|1041|422|168|71|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5415|955|377|155|66|22|,2718|39|17|6|2|21|,0|0|0|0|0|0|
105,0|1|2|3|4|5|,2697|916|360|149|64|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2697|916|360|149|64|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2697|916|360|149|65|,0|0|0|0|0|0|,12330|2515|864|343|140|63|,0|0|0|0|0|0|,5647|1195|388|147|71|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5647|1195|388|147|71|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5274|1130|358|141|69|28|,2613|59|19|8|1|24|,0|0|0|0|0|0|
106,0|1|2|3|4|5|,2661|1071|339|133|68|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2661|1071|339|133|68|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2661|1071|339|133|72|,0|0|0|0|0|0|,14160|2501|1008|317|127|69|,0|0|0|0|0|0|,6300|1084|456|132|61|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6300|1084|456|132|61|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5479|937|393|112|54|25|,2731|40|28|3|1|22|,0|0|0|0|0|0|
107,0|1|2|3|4|5|,2748|897|365|109|53|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2748|897|365|109|53|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2748|897|365|109|56|,0|0|0|0|0|0|,11980|2581|842|337|103|52|,0|0|0|0|0|0|,6116|1290|418|171|52|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6116|1290|418|171|52|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,5300|1129|353|152|41|25|,2646|60|14|2|2|21|,0|0|0|0|0|0|
108,0|1|2|3|4|5|,2654|1069|339|150|39|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2654|1069|339|150|39|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2654|1069|339|150|43|,0|0|0|0|0|0|,12950|2492|1011|318|145|41|,0|0|0|0|0|0|,5833|1126|471|152|67|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5833|1126|471|152|67|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5324|1024|430|139|62|21|,2663|60|13|8|3|19|,0|0|0|0|0|0|
109,0|1|2|3|4|5|,2661|964|417|131|59|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2661|964|417|131|59|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2661|964|417|131|61|,0|0|0|0|0|0|,13160|2500|919|395|117|58|,0|0|0|0|0|0|,6108|1123|426|180|56|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6108|1123|426|180|56|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5389|980|376|159|53|26|,2685|65|22|12|1|25|,0|0|0|0|0|0|
110,0|1|2|3|4|5|,2704|915|354|147|52|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2704|915|354|147|52|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2704|915|354|147|53|,0|0|0|0|0|0|,11870|2545|871|336|140|53|,0|0|0|0|0|0|,5475|1267|418|151|68|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5475|1267|418|151|68|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5144|1198|394|147|65|24|,2620|71|20|3|3|21|,0|0|0|0|0|0|
111,0|1|2|3|4|5|,2524|1127|374|144|62|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2524|1127|374|144|62|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2524|1127|374|144|65|,0|0|0|0|0|0|,13570|2382|1078|350|141|62|,0|0|0|0|0|0|,6057|1068|486|161|62|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6057|1068|486|161|62|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5408|943|431|142|54|22|,2739|52|20|13|3|20|,0|0|0|0|0|0|
112,0|1|2|3|4|5|,2669|891|411|129|51|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2669|891|411|129|51|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2669|891|411|129|53|,0|0|0|0|0|0|,12170|2539|848|385|125|51|,0|0|0|0|0|0|,5770|1253|431|176|61|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5770|1253|431|176|61|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5230|1133|393|164|53|25|,2620|62|20|5|2|23|,0|0|0|0|0|0|
113,0|1|2|3|4|5|,2610|1071|373|159|51|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2610|1071|373|159|51|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2610|1071|373|159|53|,0|0|0|0|0|0|,14010|2473|1018|355|147|52|,0|0|0|0|0|0|,6033|1073|459|144|63|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6033|1073|459|144|63|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5419|970|402|132|55|22|,2686|44|28|3|2|20|,0|0|0|0|0|0|
114,0|1|2|3|4|5|,2733|926|374|129|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2733|926|374|129|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2733|926|374|129|55|,0|0|0|0|0|0|,12090|2608|901|361|121|52|,0|0|0|0|0|0|,5601|1216|453|173|54|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5601|1216|453|173|54|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5205|1146|414|159|52|20|,2595|53|19|13|4|17|,0|0|0|0|0|0|
115,0|1|2|3|4|5|,2610|1093|395|146|48|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2610|1093|395|146|48|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2610|1093|395|146|51|,0|0|0|0|0|0|,14420|2473|1046|385|141|50|,0|0|0|0|0|0|,6347|1086|455|168|62|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6347|1086|455|168|62|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5474|915|391|144|56|20|,2770|41|19|6|7|18|,0|0|0|0|0|0|
116,0|1|2|3|4|5|,2704|874|372|138|49|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2704|874|372|138|49|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2704|874|372|138|51|,0|0|0|0|0|0|,12600|2585|842|357|135|48|,0|0|0|0|0|0|,5776|1247|410|186|65|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5776|1247|410|186|65|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5247|1134|366|172|58|23|,2591|48|12|5|4|19|,0|0|0|0|0|0|
117,0|1|2|3|4|5|,2656|1086|354|167|54|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2656|1086|354|167|54|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2656|1086|354|167|58|,0|0|0|0|0|0|,13870|2524|1031|334|157|55|,0|0|0|0|0|0|,6086|1096|468|154|65|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6086|1096|468|154|65|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5378|979|424|141|55|22|,2725|44|15|6|3|20|,0|0|0|0|0|0|
118,0|1|2|3|4|5|,2653|935|409|135|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2653|935|409|135|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2653|935|409|135|54|,0|0|0|0|0|0|,13290|2552|901|394|131|52|,0|0|0|0|0|0|,6208|1198|409|172|51|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6208|1198|409|172|51|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5377|1049|360|146|45|23|,2695|49|24|10|1|21|,0|0|0|0|0|0|
119,0|1|2|3|4|5|,2682|1000|336|136|44|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2682|1000|336|136|44|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2682|1000|336|136|46|,0|0|0|0|0|0|,13790|2564|964|326|135|46|,0|0|0|0|0|0|,6129|1111|429|153|63|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6129|1111|429|153|63|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,5427|988|377|134|57|17|,2694|40|21|7|2|16|,0|0|0|0|0|0|
120,0|1|2|3|4|5|,2733|948|356|127|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2733|948|356|127|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2733|948|356|127|56|,0|0|0|0|0|0|,12750|2611|910|340|122|56|,0|0|0|0|0|0|,5822|1232|432|148|50|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,5822|1232|432|148|50|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,5295|1120|394|132|42|17|,2670|53|20|5|0|14|,0|0|0|0|0|0|
121,0|1|2|3|4|5|,2625|1067|374|127|42|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2625|1067|374|127|42|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2625|1067|374|127|45|,0|0|0|0|0|0|,13820|2506|1032|359|121|43|,0|0|0|0|0|0|,5998|1057|496|148|62|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,5998|1057|496|148|62|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,5398|956|442|134|54|16|,2647|46|16|6|2|14|,0|0|0|0|0|0|
122,0|1|2|3|4|5|,2751|910|426|128|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2751|910|426|128|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2751|910|426|128|54|,0|0|0|0|0|0|,12780|2636|880|411|123|53|,0|0|0|0|0|0|,5807|1237|433|174|53|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5807|1237|433|174|53|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5261|1121|392|157|50|19|,2629|50|20|2|0|19|,0|0|0|0|0|0|
123,0|1|2|3|4|5|,2632|1071|372|155|50|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2632|1071|372|155|50|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2632|1071|372|155|50|,0|0|0|0|0|0|,13580|2536|1031|363|154|47|,0|0|0|0|0|0|,6075|1120|465|158|78|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6075|1120|465|158|78|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5368|991|412|138|72|19|,2666|59|21|11|2|16|,0|0|0|0|0|0|
124,0|1|2|3|4|5|,2702|932|391|127|70|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2702|932|391|127|70|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2702|932|391|127|73|,0|0|0|0|0|0|,11450|2597|901|368|123|71|,0|0|0|0|0|0|,5593|1289|452|165|62|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5593|1289|452|165|62|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5155|1176|423|157|58|31|,2605|67|29|6|2|30|,0|0|0|0|0|0|
125,0|1|2|3|4|5|,2550|1109|394|151|56|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2550|1109|394|151|56|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2550|1109|394|151|57|,0|0|0|0|0|0|,14510|2456|1064|376|148|56|,0|0|0|0|0|0|,5913|1048|443|168|62|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5913|1048|443|168|62|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5398|968|407|147|60|20|,2721|56|19|5|3|17|,0|0|0|0|0|0|
126,0|1|2|3|4|5|,2677|912|388|142|57|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2677|912|388|142|57|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2677|912|388|142|60|,0|0|0|0|0|0|,12420|2591|882|380|134|57|,0|0|0|0|0|0|,5841|1239|418|172|67|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5841|1239|418|172|67|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5244|1139|373|158|61|25|,2578|44|19|5|6|19|,0|0|0|0|0|0|
127,0|1|2|3|4|5|,2666|1095|354|153|55|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2666|1095|354|153|55|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2666|1095|354|153|61|,0|0|0|0|0|0|,14680|2584|1067|345|148|60|,0|0|0|0|0|0|,6300|1139|439|159|62|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6300|1139|439|159|62|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,5427|987|363|140|51|32|,2688|53|10|6|4|26|,0|0|0|0|0|0|
128,0|1|2|3|4|5|,2739|934|353|134|47|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2739|934|353|134|47|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2739|934|353|134|53|,0|0|0|0|0|0|,12590|2681|904|344|131|51|,0|0|0|0|0|0|,5599|1226|400|152|56|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,5599|1226|400|152|56|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,5249|1146|378|141|54|32|,2648|72|24|7|1|30|,0|0|0|0|0|0|
129,0|1|2|3|4|5|,2601|1074|354|134|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2601|1074|354|134|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2601|1074|354|134|55|,0|0|0|0|0|0|,13520|2521|1047|348|133|55|,0|0|0|0|0|0|,5906|1129|445|165|45|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5906|1129|445|165|45|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5358|1027|400|151|41|23|,2744|48|17|10|4|22|,0|0|0|0|0|0|
130,0|1|2|3|4|5|,2614|979|383|141|37|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2614|979|383|141|37|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2614|979|383|141|38|,0|0|0|0|0|0|,12750|2556|947|375|137|37|,0|0|0|0|0|0|,5638|1199|442|176|60|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,5638|1199|442|176|60|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,5249|1108|407|162|55|13|,2659|53|23|9|5|13|,0|0|0|0|0|0|
131,0|1|2|3|4|5|,2590|1055|384|153|50|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2590|1055|384|153|50|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2590|1055|384|153|50|,0|0|0|0|0|0|,13680|2513|1032|372|148|48|,0|0|0|0|0|0|,5982|1126|465|154|54|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,5982|1126|465|154|54|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,5380|1006|410|139|48|17|,2620|62|20|4|5|16|,0|0|0|0|0|0|
132,0|1|2|3|4|5|,2760|944|390|135|43|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2760|944|390|135|43|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2760|944|390|135|44|,0|0|0|0|0|0|,12890|2689|915|381|134|44|,0|0|0|0|0|0|,6073|1248|430|172|62|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6073|1248|430|172|62|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,5324|1085|374|153|47|17|,2715|69|19|5|3|15|,0|0|0|0|0|0|
133,0|1|2|3|4|5|,2609|1016|355|148|44|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2609|1016|355|148|44|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2609|1016|355|148|46|,0|0|0|0|0|0|,13180|2532|990|348|147|45|,0|0|0|0|0|0|,5977|1138|467|160|63|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5977|1138|467|160|63|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5337|1019|427|137|56|24|,2670|56|21|4|3|22|,0|0|0|0|0|0|
134,0|1|2|3|4|5|,2667|963|406|133|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2667|963|406|133|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2667|963|406|133|55|,0|0|0|0|0|0|,12570|2590|933|397|129|55|,0|0|0|0|0|0|,5820|1180|422|188|58|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,5820|1180|422|188|58|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,5297|1073|376|180|53|21|,2695|43|18|10|1|18|,0|0|0|0|0|0|
135,0|1|2|3|4|5|,2602|1030|358|170|52|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2602|1030|358|170|52|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2602|1030|358|170|55|,0|0|0|0|0|0|,13960|2530|1007|348|166|55|,0|0|0|0|0|0|,6066|1142|433|140|65|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6066|1142|433|140|65|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5389|1019|391|122|56|23|,2682|50|28|1|1|18|,0|0|0|0|0|0|
136,0|1|2|3|4|5|,2707|969|363|121|55|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2707|969|363|121|55|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2707|969|363|121|60|,0|0|0|0|0|0|,13050|2654|943|351|118|57|,0|0|0|0|0|0|,5830|1191|415|170|54|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,5830|1191|415|170|54|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,5312|1078|380|158|48|24|,2633|52|19|8|5|19|,0|0|0|0|0|0|
137,0|1|2|3|4|5|,2679|1026|361|150|43|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2679|1026|361|150|43|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2679|1026|361|150|48|,0|0|0|0|0|0|,13930|2631|1007|353|149|45|,0|0|0|0|0|0|,5995|1195|469|146|64|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5995|1195|469|146|64|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5330|1049|416|125|59|21|,2625|44|20|5|2|19|,0|0|0|0|0|0|
138,0|1|2|3|4|5|,2705|1005|396|120|57|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2705|1005|396|120|57|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2705|1005|396|120|59|,0|0|0|0|0|0|,13420|2648|988|392|119|56|,0|0|0|0|0|0|,5636|1168|441|168|50|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5636|1168|441|168|50|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5265|1090|419|158|46|22|,2682|57|17|4|1|17|,0|0|0|0|0|0|
139,0|1|2|3|4|5|,2583|1033|402|154|45|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2583|1033|402|154|45|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2583|1033|402|154|50|,0|0|0|0|0|0|,13390|2532|1008|392|147|50|,0|0|0|0|0|0|,5890|1133|452|179|68|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5890|1133|452|179|68|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5306|1038|404|164|64|24|,2667|48|19|1|4|23|,0|0|0|0|0|0|
140,0|1|2|3|4|5|,2639|990|385|163|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2639|990|385|163|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2639|990|385|163|61|,0|0|0|0|0|0|,13020|2576|970|378|159|60|,0|0|0|0|0|0|,5883|1178|428|179|70|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5883|1178|428|179|70|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5300|1062|384|162|62|30|,2703|40|29|7|4|29|,0|0|0|0|0|0|
141,0|1|2|3|4|5|,2597|1022|355|155|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2597|1022|355|155|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2597|1022|355|155|59|,0|0|0|0|0|0|,12320|2537|1007|347|153|58|,0|0|0|0|0|0|,5750|1198|480|162|60|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,5750|1198|480|162|60|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,5243|1095|436|145|55|26|,2596|54|19|9|1|25|,0|0|0|0|0|0|
142,0|1|2|3|4|5|,2647|1041|417|136|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2647|1041|417|136|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2647|1041|417|136|55|,0|0|0|0|0|0|,13850|2585|1013|408|133|52|,0|0|0|0|0|0|,5818|1142|442|178|60|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,5818|1142|442|178|60|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,5325|1034|399|170|56|16|,2675|46|27|11|4|15|,0|0|0|0|0|0|
143,0|1|2|3|4|5|,2650|988|372|159|52|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2650|988|372|159|52|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2650|988|372|159|53|,0|0|0|0|0|0|,13730|2587|972|363|156|49|,0|0|0|0|0|0|,5983|1158|413|168|70|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5983|1158|413|168|70|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5369|1042|355|149|65|20|,2673|47|15|7|3|18|,0|0|0|0|0|0|
144,0|1|2|3|4|5|,2696|995|340|142|62|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2696|995|340|142|62|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2696|995|340|142|64|,0|0|0|0|0|0|,13640|2652|963|335|138|64|,0|0|0|0|0|0|,5825|1177|418|149|60|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,5825|1177|418|149|60|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,5306|1091|385|137|55|26|,2612|56|16|8|0|23|,0|0|0|0|0|0|
145,0|1|2|3|4|5|,2694|1035|369|129|55|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2694|1035|369|129|55|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2694|1035|369|129|58|,0|0|0|0|0|0|,13700|2640|1019|362|126|57|,0|0|0|0|0|0|,6064|1194|455|155|50|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6064|1194|455|155|50|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,5322|1078|397|142|41|19|,2682|62|26|6|1|18|,0|0|0|0|0|0|
