Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
111,0|1|2|3|4|5|,2900|973|423|122|57|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2900|973|423|122|57|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2900|973|423|122|61|,0|0|0|0|0|0|,13850|2846|952|417|120|61|,0|0|0|0|0|0|,6622|1357|449|197|50|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6622|1357|449|197|50|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,5775|1176|393|164|46|25|,2968|58|21|12|4|24|,0|0|0|0|0|0|
112,0|1|2|3|4|5|,2807|1118|372|152|42|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2807|1118|372|152|42|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2807|1118|372|152|43|,0|0|0|0|0|0|,14360|2765|1100|365|148|43|,0|0|0|0|0|0|,6529|1294|522|170|71|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6529|1294|522|170|71|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,5757|1122|464|146|63|17|,2892|49|23|10|5|15|,0|0|0|0|0|0|
113,0|1|2|3|4|5|,2865|1073|441|136|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2865|1073|441|136|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2865|1073|441|136|60|,0|0|0|0|0|0|,14070|2809|1055|436|135|58|,0|0|0|0|0|0|,6674|1328|469|212|68|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6674|1328|469|212|68|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5712|1124|399|185|59|20|,2859|58|28|5|4|18|,0|0|0|0|0|0|
114,0|1|2|3|4|5|,2853|1066|371|180|55|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2853|1066|371|180|55|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2853|1066|371|180|57|,0|0|0|0|0|0|,13500|2800|1053|367|180|57|,0|0|0|0|0|0|,6814|1301|474|188|86|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6814|1301|474|188|86|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5840|1092|402|154|67|20|,3022|56|23|5|1|18|,0|0|0|0|0|0|
115,0|1|2|3|4|5|,2818|1036|379|149|66|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2818|1036|379|149|66|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2818|1036|379|149|68|,0|0|0|0|0|0|,12930|2772|1012|376|148|67|,0|0|0|0|0|0|,6588|1415|501|190|73|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,6588|1415|501|190|73|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,5667|1215|435|166|64|33|,2849|77|12|12|4|33|,0|0|0|0|0|0|
116,0|1|2|3|4|5|,2818|1138|423|154|60|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2818|1138|423|154|60|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2818|1138|423|154|60|,0|0|0|0|0|0|,15070|2783|1123|419|152|60|,0|0|0|0|0|0|,6740|1296|503|203|75|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6740|1296|503|203|75|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5775|1108|430|162|63|22|,2964|52|20|7|2|17|,0|0|0|0|0|0|
117,0|1|2|3|4|5|,2811|1056|410|155|61|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2811|1056|410|155|61|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2811|1056|410|155|66|,0|0|0|0|0|0|,14210|2770|1041|405|151|66|,0|0|0|0|0|0|,6585|1288|466|172|69|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6585|1288|466|172|69|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,5792|1146|412|154|61|28|,2953|57|25|8|2|27|,0|0|0|0|0|0|
118,0|1|2|3|4|5|,2839|1089|387|146|59|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2839|1089|387|146|59|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2839|1089|387|146|60|,0|0|0|0|0|0|,14320|2799|1077|385|145|60|,0|0|0|0|0|0|,6944|1309|501|185|63|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6944|1309|501|185|63|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5830|1105|421|152|52|24|,2854|60|21|5|5|22|,0|0|0|0|0|0|
119,0|1|2|3|4|5|,2976|1045|400|147|47|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2976|1045|400|147|47|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2976|1045|400|147|49|,0|0|0|0|0|0|,14160|2932|1031|399|146|49|,0|0|0|0|0|0|,6547|1328|500|180|53|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6547|1328|500|180|53|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,5746|1166|436|154|48|18|,2904|69|21|13|2|18|,0|0|0|0|0|0|
120,0|1|2|3|4|5|,2842|1097|415|141|46|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2842|1097|415|141|46|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2842|1097|415|141|46|,0|0|0|0|0|0|,14770|2812|1077|410|138|46|,0|0|0|0|0|0|,6630|1250|458|168|60|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6630|1250|458|168|60|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,5833|1089|404|145|51|13|,2897|54|23|8|3|13|,0|0|0|0|0|0|
121,0|1|2|3|4|5|,2936|1035|381|137|48|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2936|1035|381|137|48|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2936|1035|381|137|48|,0|0|0|0|0|0|,13710|2911|1018|379|137|47|,0|0|0|0|0|0|,6378|1342|488|177|65|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6378|1342|488|177|65|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,5687|1187|431|160|56|17|,2815|55|21|8|2|16|,0|0|0|0|0|0|
122,0|1|2|3|4|5|,2872|1132|410|152|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2872|1132|410|152|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2872|1132|410|152|55|,0|0|0|0|0|0|,14450|2832|1122|399|151|53|,0|0|0|0|0|0|,6671|1341|513|186|84|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6671|1341|513|186|84|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,5698|1125|446|155|75|28|,2916|66|21|3|4|25|,0|0|0|0|0|0|
123,0|1|2|3|4|5|,2782|1059|425|152|71|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2782|1059|425|152|71|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2782|1059|425|152|74|,0|0|0|0|0|0|,14510|2745|1047|416|151|74|,0|0|0|0|0|0|,6731|1262|490|179|66|44|,0|0|0|0|0|0|,0|0|0|0|0|0|,6731|1262|490|179|66|44|,0|0|0|0|0|0|,0|0|0|0|0|0|,5810|1066|428|154|58|38|,2943|42|13|4|5|33|,0|0|0|0|0|0|
124,0|1|2|3|4|5|,2867|1024|415|150|53|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2867|1024|415|150|53|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2867|1024|415|150|58|,0|0|0|0|0|0|,13590|2831|1011|411|149|58|,0|0|0|0|0|0|,6711|1345|493|219|80|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6711|1345|493|219|80|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5756|1133|407|182|64|22|,2842|54|24|10|4|19|,0|0|0|0|0|0|
125,0|1|2|3|4|5|,2914|1079|383|172|60|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2914|1079|383|172|60|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2914|1079|383|172|63|,0|0|0|0|0|0|,14660|2880|1073|379|171|63|,0|0|0|0|0|0|,6514|1322|477|169|92|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6514|1322|477|169|92|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,5703|1165|409|147|84|30|,2868|51|19|8|8|24|,0|0|0|0|0|0|
126,0|1|2|3|4|5|,2835|1114|390|139|76|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2835|1114|390|139|76|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2835|1114|390|139|82|,0|0|0|0|0|0|,13890|2814|1096|389|139|82|,0|0|0|0|0|0|,6502|1270|509|196|52|42|,0|0|0|0|0|0|,0|0|0|0|0|0|,6502|1270|509|196|52|42|,0|0|0|0|0|0|,0|0|0|0|0|0|,5725|1132|448|180|45|38|,2865|57|26|10|0|36|,0|0|0|0|0|0|
127,0|1|2|3|4|5|,2860|1075|422|170|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2860|1075|422|170|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2860|1075|422|170|47|,0|0|0|0|0|0|,14880|2834|1063|415|170|47|,0|0|0|0|0|0|,6880|1275|470|187|93|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6880|1275|470|187|93|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,5804|1075|392|153|82|14|,2891|63|24|5|4|13|,0|0|0|0|0|0|
128,0|1|2|3|4|5|,2913|1012|368|148|78|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2913|1012|368|148|78|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2913|1012|368|148|79|,0|0|0|0|0|0|,13590|2876|1002|365|146|79|,0|0|0|0|0|0|,6452|1398|506|182|78|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,6452|1398|506|182|78|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,5620|1208|432|156|65|33|,2812|68|11|5|5|28|,0|0|0|0|0|0|
129,0|1|2|3|4|5|,2808|1140|421|151|60|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2808|1140|421|151|60|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2808|1140|421|151|65|,0|0|0|0|0|0|,14700|2778|1130|415|149|64|,0|0|0|0|0|0|,6632|1286|542|199|72|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6632|1286|542|199|72|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5731|1093|459|172|60|23|,2892|57|13|15|2|20|,0|0|0|0|0|0|
130,0|1|2|3|4|5|,2839|1036|446|157|58|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2839|1036|446|157|58|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2839|1036|446|157|61|,0|0|0|0|0|0|,14020|2807|1027|442|157|60|,0|0|0|0|0|0|,6549|1323|498|214|68|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6549|1323|498|214|68|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,5674|1144|446|186|63|26|,2822|45|25|8|2|25|,0|0|0|0|0|0|
131,0|1|2|3|4|5|,2852|1099|421|178|61|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2852|1099|421|178|61|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2852|1099|421|178|62|,0|0|0|0|0|0|,15290|2830|1086|420|178|61|,0|0|0|0|0|0|,6747|1239|473|172|76|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6747|1239|473|172|76|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5890|1068|417|144|61|21|,2971|52|21|8|3|19|,0|0|0|0|0|0|
132,0|1|2|3|4|5|,2919|1016|396|136|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2919|1016|396|136|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2919|1016|396|136|60|,0|0|0|0|0|0|,14030|2896|1012|392|134|60|,0|0|0|0|0|0|,6706|1377|474|176|64|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6706|1377|474|176|64|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5743|1171|412|149|57|25|,2872|59|15|11|6|21|,0|0|0|0|0|0|
133,0|1|2|3|4|5|,2871|1112|397|138|51|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2871|1112|397|138|51|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2871|1112|397|138|55|,0|0|0|0|0|0|,14080|2851|1107|395|138|54|,0|0|0|0|0|0|,6304|1330|534|192|73|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6304|1330|534|192|73|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5565|1181|488|174|61|21|,2794|64|25|13|2|20|,0|0|0|0|0|0|
134,0|1|2|3|4|5|,2771|1117|463|161|59|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2771|1117|463|161|59|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2771|1117|463|161|60|,0|0|0|0|0|0|,14460|2752|1107|461|161|59|,0|0|0|0|0|0|,6622|1258|513|201|73|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6622|1258|513|201|73|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5756|1096|444|178|62|25|,2821|41|24|10|4|22|,0|0|0|0|0|0|
135,0|1|2|3|4|5|,2935|1055|420|168|58|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2935|1055|420|168|58|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2935|1055|420|168|61|,0|0|0|0|0|0|,14000|2916|1051|419|168|61|,0|0|0|0|0|0|,6540|1384|486|198|74|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6540|1384|486|198|74|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5583|1168|421|166|69|24|,2821|74|20|17|2|23|,0|0|0|0|0|0|
136,0|1|2|3|4|5|,2762|1094|401|149|67|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2762|1094|401|149|67|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2762|1094|401|149|68|,0|0|0|0|0|0|,14270|2750|1088|401|148|68|,0|0|0|0|0|0|,6268|1250|488|180|66|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,6268|1250|488|180|66|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,5653|1128|444|170|61|35|,2841|56|20|8|3|31|,0|0|0|0|0|0|
137,0|1|2|3|4|5|,2812|1072|424|162|58|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2812|1072|424|162|58|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2812|1072|424|162|62|,0|0|0|0|0|0|,13370|2789|1070|423|160|62|,0|0|0|0|0|0|,6603|1362|487|207|77|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6603|1362|487|207|77|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5648|1190|412|176|64|23|,2802|59|17|8|2|19|,0|0|0|0|0|0|
138,0|1|2|3|4|5|,2846|1131|395|168|62|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2846|1131|395|168|62|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2846|1131|395|168|66|,0|0|0|0|0|0|,14570|2828|1124|395|167|66|,0|0|0|0|0|0|,6367|1310|501|165|82|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6367|1310|501|165|82|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5609|1167|446|151|73|27|,2784|45|27|7|3|25|,0|0|0|0|0|0|
139,0|1|2|3|4|5|,2825|1122|419|144|70|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2825|1122|419|144|70|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2825|1122|419|144|72|,0|0|0|0|0|0|,14410|2801|1115|416|144|72|,0|0|0|0|0|0|,6769|1287|512|180|64|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6769|1287|512|180|64|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5726|1092|429|148|59|22|,2913|65|22|9|1|21|,0|0|0|0|0|0|
140,0|1|2|3|4|5|,2813|1027|407|139|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2813|1027|407|139|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2813|1027|407|139|59|,0|0|0|0|0|0|,13080|2799|1021|404|138|58|,0|0|0|0|0|0|,6532|1371|493|202|64|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6532|1371|493|202|64|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,5655|1205|421|172|51|27|,2833|63|22|13|2|25|,0|0|0|0|0|0|
141,0|1|2|3|4|5|,2822|1142|399|159|49|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2822|1142|399|159|49|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2822|1142|399|159|51|,0|0|0|0|0|0|,14360|2801|1136|397|159|51|,0|0|0|0|0|0|,6712|1297|501|200|83|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6712|1297|501|200|83|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5760|1122|428|161|69|21|,2862|67|23|10|6|20|,0|0|0|0|0|0|
142,0|1|2|3|4|5|,2898|1055|405|151|63|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2898|1055|405|151|63|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2898|1055|405|151|64|,0|0|0|0|0|0|,14140|2883|1051|400|150|64|,0|0|0|0|0|0|,6616|1327|481|194|65|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6616|1327|481|194|65|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5766|1146|429|168|57|26|,2942|52|24|9|5|24|,0|0|0|0|0|0|
143,0|1|2|3|4|5|,2824|1094|405|159|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2824|1094|405|159|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2824|1094|405|159|54|,0|0|0|0|0|0|,14700|2811|1086|402|158|54|,0|0|0|0|0|0|,6487|1299|498|177|75|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6487|1299|498|177|75|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5741|1139|437|152|65|21|,2882|51|30|12|6|21|,0|0|0|0|0|0|
144,0|1|2|3|4|5|,2859|1088|407|140|59|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2859|1088|407|140|59|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2859|1088|407|140|59|,0|0|0|0|0|0|,14280|2847|1085|404|140|59|,0|0|0|0|0|0|,6840|1317|521|163|49|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6840|1317|521|163|49|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5819|1112|443|139|43|19|,2891|61|20|8|2|17|,0|0|0|0|0|0|
145,0|1|2|3|4|5|,2928|1051|423|131|41|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2928|1051|423|131|41|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2928|1051|423|131|43|,0|0|0|0|0|0|,13490|2914|1046|421|131|43|,0|0|0|0|0|0|,6597|1444|514|215|62|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6597|1444|514|215|62|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,5615|1226|444|174|55|17|,2753|65|25|14|1|15|,0|0|0|0|0|0|
146,0|1|2|3|4|5|,2862|1161|419|160|54|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2862|1161|419|160|54|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2862|1161|419|160|56|,0|0|0|0|0|0|,14930|2849|1155|419|159|56|,0|0|0|0|0|0|,6683|1288|543|187|67|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6683|1288|543|187|67|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,5696|1119|462|160|60|30|,2918|42|20|6|1|25|,0|0|0|0|0|0|
147,0|1|2|3|4|5|,2778|1077|442|154|59|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2778|1077|442|154|59|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2778|1077|442|154|64|,0|0|0|0|0|0|,14600|2765|1073|442|154|63|,0|0|0|0|0|0|,6608|1298|529|181|67|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6608|1298|529|181|67|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5747|1139|453|156|55|18|,2878|59|13|6|3|17|,0|0|0|0|0|0|
148,0|1|2|3|4|5|,2869|1080|440|150|52|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2869|1080|440|150|52|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2869|1080|440|150|53|,0|0|0|0|0|0|,15290|2852|1073|433|150|53|,0|0|0|0|0|0|,6998|1298|452|166|66|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6998|1298|452|166|66|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5890|1084|384|138|51|16|,2940|57|19|9|2|13|,0|0|0|0|0|0|
149,0|1|2|3|4|5|,2950|1027|365|129|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2950|1027|365|129|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2950|1027|365|129|52|,0|0|0|0|0|0|,14240|2931|1022|365|129|52|,0|0|0|0|0|0|,6643|1371|487|171|59|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6643|1371|487|171|59|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5757|1183|414|150|53|24|,2991|73|22|5|3|22|,0|0|0|0|0|0|
150,0|1|2|3|4|5|,2766|1110|392|145|50|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2766|1110|392|145|50|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2766|1110|392|145|52|,0|0|0|0|0|0|,13740|2758|1104|390|145|52|,0|0|0|0|0|0|,6293|1308|540|176|74|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6293|1308|540|176|74|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5636|1160|476|160|60|22|,2784|61|23|8|5|20|,0|0|0|0|0|0|
151,0|1|2|3|4|5|,2852|1099|453|152|55|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2852|1099|453|152|55|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2852|1099|453|152|57|,0|0|0|0|0|0|,13880|2838|1094|452|152|57|,0|0|0|0|0|0|,6627|1395|546|228|69|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6627|1395|546|228|69|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5643|1178|478|197|65|21|,2800|67|26|7|7|21|,0|0|0|0|0|0|
152,0|1|2|3|4|5|,2843|1111|452|190|58|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2843|1111|452|190|58|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2843|1111|452|190|58|,0|0|0|0|0|0|,15660|2827|1105|452|189|58|,0|0|0|0|0|0|,6722|1235|453|181|89|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6722|1235|453|181|89|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5860|1072|395|161|78|24|,3000|55|22|10|2|20|,0|0|0|0|0|0|
